nombre,indipais,telefono,,,,,,,,,,,,,,,,,,,,,
PRONAL,57,3147942898,,,,,,,,,,,,,,,,,,,,,
CJTYT INGENIERIA DE SOFTWARE SAS,57,3147998694,,,,,,,,,,,,,,,,,,,,,
RIO BRAVO COMPANY SAS,57,3148067446,,,,,,,,,,,,,,,,,,,,,
PRONALCE S.A.,57,3148114560,,,,,,,,,,,,,,,,,,,,,
GATTACA OUTSOURCING SAS,57,3148143795,,,,,,,,,,,,,,,,,,,,,
TROPIK COLOMBIA SAS,57,3148145864,,,,,,,,,,,,,,,,,,,,,
INVERSORA VIDAL S.A.S,57,3148171021,,,,,,,,,,,,,,,,,,,,,
INVERSORA VIDAL S.A.S,57,3148171056,,,,,,,,,,,,,,,,,,,,,
JUAN DIEGO URIBE MEJIA,57,3148205090,,,,,,,,,,,,,,,,,,,,,
COLOR PLUS FOTOGRAFIA SAS,57,3148211286,,,,,,,,,,,,,,,,,,,,,
ESTIVO SA,57,3148213871,,,,,,,,,,,,,,,,,,,,,
PROMOTORA MÉDICA LAS AMÉRICAS S.A.,57,3148281257,,,,,,,,,,,,,,,,,,,,,
GLOBAL TECHNOLOGY COSMETICS S.A.S,57,3148296559,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS INTEGRADAS CTA,57,3148304878,,,,,,,,,,,,,,,,,,,,,
TRU DIGITAL MEDIA - ENGENIAL SAS,57,3148327239,,,,,,,,,,,,,,,,,,,,,
AG ANIMATION STUDIO S.A.S,57,3148337692,,,,,,,,,,,,,,,,,,,,,
MERCADEO SAN DIEGO,57,3148366083,,,,,,,,,,,,,,,,,,,,,
FRUTAS Y TUBÉRCULOS DEL SINÚ S.A.S,57,3148634071,,,,,,,,,,,,,,,,,,,,,
ECOHERBS COLOMBIA,57,3148634428,,,,,,,,,,,,,,,,,,,,,
VARGASA S.A.S,57,3148644763,,,,,,,,,,,,,,,,,,,,,
DESPERCOL,57,3148746220,,,,,,,,,,,,,,,,,,,,,
INNOVA DISEÑOS SAS,57,3148800067,,,,,,,,,,,,,,,,,,,,,
COMESTIBLES JUANSHIS-JUAN ESTEBAN IDARRAGA,57,3148802236,,,,,,,,,,,,,,,,,,,,,
C.I SODIMCO INTERNACIONAL S.A.S,57,3148865535,,,,,,,,,,,,,,,,,,,,,
BENDITO S.A.S,57,3148881681,,,,,,,,,,,,,,,,,,,,,
DISTRIBUCIONES Y REPRESENTACIONES UNO,57,3148887076,,,,,,,,,,,,,,,,,,,,,
J&M GROUP SAS,57,3148897642,,,,,,,,,,,,,,,,,,,,,
ENCANTADORE SPECIALWEAR,57,3148903107,,,,,,,,,,,,,,,,,,,,,
OFIOCCIDENTE LTDA,57,3148903636,,,,,,,,,,,,,,,,,,,,,
FEZ CUERO S.A.S,57,3148904599,,,,,,,,,,,,,,,,,,,,,
MICROPLAST,57,3148934729,,,,,,,,,,,,,,,,,,,,,
FRUTYSABOR S.A.S,57,3148939795,,,,,,,,,,,,,,,,,,,,,
PANELMET S.A.S.,57,3152059199,,,,,,,,,,,,,,,,,,,,,
TPP COMERCIALIZADORA INTERNACIONAL LTDA,57,3152225752,,,,,,,,,,,,,,,,,,,,,
LAS OLAS LOUNGE S.A.S,57,3152330835,,,,,,,,,,,,,,,,,,,,,
INGENIERIA GRAFICA S.A.,57,3152336872,,,,,,,,,,,,,,,,,,,,,
NSP DE COLOMBIA S.A.S.,57,3152380424,,,,,,,,,,,,,,,,,,,,,
ASENVASES SAS,57,3152412733,,,,,,,,,,,,,,,,,,,,,
ACOSTA RIVERA S.A,57,3152416780,,,,,,,,,,,,,,,,,,,,,
VEKIOR JOYEROS DE SANTANDER,57,3152423100,,,,,,,,,,,,,,,,,,,,,
JOYERIA COLECCION PRIVADA SAS,57,3152441345,,,,,,,,,,,,,,,,,,,,,
BIOFOS BIOTECHNOLOGY SAS,57,3152485857,,,,,,,,,,,,,,,,,,,,,
HELPMEDICA SAS,57,3152544570,,,,,,,,,,,,,,,,,,,,,
SOLIPLAST S. A.,57,3152571939,,,,,,,,,,,,,,,,,,,,,
ALIMENTOS GIRONES S.A,57,3152572663,,,,,,,,,,,,,,,,,,,,,
ALIMENTOS GIRONES S.A,57,3152572663,,,,,,,,,,,,,,,,,,,,,
EMPRESA TRANSFORMADORA DE ALUMINIO S.A.S,57,3152573156,,,,,,,,,,,,,,,,,,,,,
PROTELA S.A.,57,3152729802,,,,,,,,,,,,,,,,,,,,,
NOVESTAMPADOS S.A.S,57,3152846036,,,,,,,,,,,,,,,,,,,,,
LATIN HIDES SAS,57,3152903711,,,,,,,,,,,,,,,,,,,,,
DELICIOSO COMESTIBLES FINOS LTDA,57,3152918520,,,,,,,,,,,,,,,,,,,,,
DELICIOSO COMESTIBLES FINOS LTDA,57,3152918520,,,,,,,,,,,,,,,,,,,,,
EXPOMEAT LIMITADA,57,3152946153,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS NORTECAUCANAS S.A.S,57,3152978632,,,,,,,,,,,,,,,,,,,,,
LETTO SAS,57,3152990577,,,,,,,,,,,,,,,,,,,,,
MARKE-TEAM LTDA,57,3153054887,,,,,,,,,,,,,,,,,,,,,
GRUPO VIRTUAL DISEÑO SAS,57,3153105347,,,,,,,,,,,,,,,,,,,,,
C.I SOEXCOL S.A.S,57,3153150609,,,,,,,,,,,,,,,,,,,,,
LA GAITANA FARMS SA,57,3153166915,,,,,,,,,,,,,,,,,,,,,
SOLIPLAST S. A.,57,3153222890,,,,,,,,,,,,,,,,,,,,,
ARTESANÍAS DE COLOMBIA,57,3153310459,,,,,,,,,,,,,,,,,,,,,
BENATURAL COMPANY,57,3153331392,,,,,,,,,,,,,,,,,,,,,
HATO LA MACANA SAS,57,3153337864,,,,,,,,,,,,,,,,,,,,,
TURMALINA & DURANDO,57,3153349076,,,,,,,,,,,,,,,,,,,,,
LA FONT,57,3153371453,,,,,,,,,,,,,,,,,,,,,
LA FONT,57,3153371453,,,,,,,,,,,,,,,,,,,,,
TANIA REVUELTAS JOYERIA,57,3153416462,,,,,,,,,,,,,,,,,,,,,
CLÍNICA COLSANITAS,57,3153449857,,,,,,,,,,,,,,,,,,,,,
COLMAQUINAS,57,3153455626,,,,,,,,,,,,,,,,,,,,,
SHER S.A.,57,3153480228,,,,,,,,,,,,,,,,,,,,,
OLEOFLORES S.A.S,57,3153495016,,,,,,,,,,,,,,,,,,,,,
SMART OBJECTS SAS,57,3153500736,,,,,,,,,,,,,,,,,,,,,
INTEREXT LTDA.,57,3153516152,,,,,,,,,,,,,,,,,,,,,
GPPG CONSULTORÍA S.A.S.,57,3153584528,,,,,,,,,,,,,,,,,,,,,
GRUPO SAMSARA S.A.S. DULCES EL PARAGUITAS,57,3153612364,,,,,,,,,,,,,,,,,,,,,
INDUSTRIA DE EJES Y TRANSMISIONES,57,3153640707,,,,,,,,,,,,,,,,,,,,,
GPPG CONSULTORÍA S.A.S.,57,3153679910,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS DE BELLEZA ANA MARÍA S.A.,57,3153689436,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZADORA Y EXPORTADORA BALDONY S.A.S,57,3153709136,,,,,,,,,,,,,,,,,,,,,
UNIVERSAL COMMERCIAL GROUP S.A.S,57,3153717609,,,,,,,,,,,,,,,,,,,,,
UNIVERSAL COMMERCIAL GROUP S.A.S,57,3153717609,,,,,,,,,,,,,,,,,,,,,
BIOFRUT COMPANY S.A.S.,57,3153719044,,,,,,,,,,,,,,,,,,,,,
AGROPECUARIA EL BÚFALO S.A,57,3153723763,,,,,,,,,,,,,,,,,,,,,
BERHLAN DE COLOMBIA S.A.S.,57,3153735294,,,,,,,,,,,,,,,,,,,,,
INDUSTRIA J C,57,3153785484,,,,,,,,,,,,,,,,,,,,,
INDUSTRIA DE EJES Y TRANSMISIONES,57,3153801097,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZADORA MUNDIORIENTE S.A.S,57,3153813478,,,,,,,,,,,,,,,,,,,,,
CREACIOENES MELLIZ LTDA,57,3153906917,,,,,,,,,,,,,,,,,,,,,
RE'EM DESIGN E.U,57,3153911149,,,,,,,,,,,,,,,,,,,,,
LADRILLERA SANTAFÉ S.A.,57,3153930017,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZAORA HANNA CROW S.A.S,57,3153931200,,,,,,,,,,,,,,,,,,,,,
C I FISH CO SAS,57,3154043539,,,,,,,,,,,,,,,,,,,,,
PAMPA LTDA,57,3154058236,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS COMESTIBLES CALIPAN S .A.,57,3154110411,,,,,,,,,,,,,,,,,,,,,
DIMEL INGENIERIA S.A.,57,3154125169,,,,,,,,,,,,,,,,,,,,,
MARCIANO S.A.S,57,3154134220,,,,,,,,,,,,,,,,,,,,,
CARLOS ALBERTO PEREA CARDONA- CASA DEL BORDADO FRIXIO,57,3154139604,,,,,,,,,,,,,,,,,,,,,
IMAGINE DISEÑO & MANUFACTURA S.A.S,57,3154195770,,,,,,,,,,,,,,,,,,,,,
INVERSIONES FAJITEX S.A.S.,57,3154338234,,,,,,,,,,,,,,,,,,,,,
ARTE Y PUBLICIDAD,57,3154394395,,,,,,,,,,,,,,,,,,,,,
ARTE Y PUBLICIDAD,57,3154394395,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS HACEB S.A,57,3154423997,,,,,,,,,,,,,,,,,,,,,
0618 ARTEFACTOS SAS,57,3154466350,,,,,,,,,,,,,,,,,,,,,
BIODISTRIBUCIONES TERRA,57,3154489213,,,,,,,,,,,,,,,,,,,,,
FUNCTIONAL FOODS S.A.S.,57,3154587107,,,,,,,,,,,,,,,,,,,,,
CACAO PACIFICO SA,57,3154642446,,,,,,,,,,,,,,,,,,,,,
INTERBEL SAS,57,3154710945,,,,,,,,,,,,,,,,,,,,,
OCEANIC CASA DE SOFTWARE LTDA,57,3154738947,,,,,,,,,,,,,,,,,,,,,
AGUA BENDITA SAS,57,3154760033,,,,,,,,,,,,,,,,,,,,,
INVERSIONES ZULUAGA RUEDA,57,3154761101,,,,,,,,,,,,,,,,,,,,,
C.I DISEÑOS Y SISTEMAS LTDA,57,3154794033,,,,,,,,,,,,,,,,,,,,,
FOOD COLOMBIA SAS,57,3154865800,,,,,,,,,,,,,,,,,,,,,
MAATHAI ORGANIC,57,3154894944,,,,,,,,,,,,,,,,,,,,,
RUBICA CONSULTORES S.A.S,57,3154989907,,,,,,,,,,,,,,,,,,,,,
LABORATORIOS CERO S.A.,57,3155065822,,,,,,,,,,,,,,,,,,,,,
C.I. DE AZUCARES Y MIELES S.A.,57,3155070940,,,,,,,,,,,,,,,,,,,,,
PRODUVARIOS SA,57,3155247281,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZADORA NATURAL BIO DM S.A.S,57,3155284752,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS LOLY S.A.S.,57,3155300339,,,,,,,,,,,,,,,,,,,,,
GROUPE SEB COLOMBIA S.A,57,3155310091,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS LOLY S.A.S.,57,3155312555,,,,,,,,,,,,,,,,,,,,,
C.I. MULTIMODA ANDINA S.A.S,57,3155333886,,,,,,,,,,,,,,,,,,,,,
CLAY S.A.,57,3155383727,,,,,,,,,,,,,,,,,,,,,
C.I. ASEO INTEGRAL S.A,57,3155397753,,,,,,,,,,,,,,,,,,,,,
CI COVERTRACK SAS,57,3155457078,,,,,,,,,,,,,,,,,,,,,
ZAFRAS S.A.,57,3155495957,,,,,,,,,,,,,,,,,,,,,
LIMON PIEL,57,3155496975,,,,,,,,,,,,,,,,,,,,,
ANTTONINAS S.A.S,57,3155555557,,,,,,,,,,,,,,,,,,,,,
ESTRUMETAL S.A.,57,3155559510,,,,,,,,,,,,,,,,,,,,,
I.A.S. INGENIERÍA APLICACIONES Y SOFTWARE S.A.S.,57,3155560207,,,,,,,,,,,,,,,,,,,,,
ANDERCOL - ANHÍDRIDOS Y DERIVADOS DE COLOMBIA S.A.,57,3155590090,,,,,,,,,,,,,,,,,,,,,
EL ARMARIO DE SIMONA,57,3155664933,,,,,,,,,,,,,,,,,,,,,
DELIGHT CANE SAS,57,3155666032,,,,,,,,,,,,,,,,,,,,,
PRODUVARIOS SA,57,3155697062,,,,,,,,,,,,,,,,,,,,,
FRUTIHELEN SAS,57,3155701398,,,,,,,,,,,,,,,,,,,,,
MASADA INVESTMENTS SAS,57,3155713815,,,,,,,,,,,,,,,,,,,,,
MASADA INVESTMENTS SAS,57,3155713815,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS HACEB S.A,57,3155715980,,,,,,,,,,,,,,,,,,,,,
CORPORACIÓN CRTM DEL PACÍFICO,57,3155776637,,,,,,,,,,,,,,,,,,,,,
JCT EMPRESARIAL SA,57,3155778581,,,,,,,,,,,,,,,,,,,,,
INDUSTRIA DE MUEBLES DEL VALLE,57,3155818761,,,,,,,,,,,,,,,,,,,,,
ASOAKUMAJA,57,3155822772,,,,,,,,,,,,,,,,,,,,,
PROM SAS,57,3155846551,,,,,,,,,,,,,,,,,,,,,
PROM SAS,57,3155846551,,,,,,,,,,,,,,,,,,,,,
ENTACOL S.A.S.,57,3155865876,,,,,,,,,,,,,,,,,,,,,
MEDIAFEEL SAS,57,3155877425,,,,,,,,,,,,,,,,,,,,,
LIMON PIEL,57,3155958973,,,,,,,,,,,,,,,,,,,,,
A Y P DE COLOMBIA,57,3156044678,,,,,,,,,,,,,,,,,,,,,
ALUTRAFIC LED S.A.S,57,3156045626,,,,,,,,,,,,,,,,,,,,,
CELLULAR PAYMENT SYSTEMS SAS,57,3156120689,,,,,,,,,,,,,,,,,,,,,
HEINSOHN BUSINESS TECHNOLOGY,57,3156122603,,,,,,,,,,,,,,,,,,,,,
SOLUCIONES ADELGAZANTES SAS,57,3156124241,,,,,,,,,,,,,,,,,,,,,
LABORATORIOS RETY DE COLOMBIA S.A. (RETYCOL),57,3156125259,,,,,,,,,,,,,,,,,,,,,
SURAMERICANA DE GUANTES SAS,57,3156125956,,,,,,,,,,,,,,,,,,,,,
SARAI CLOTHING S.A,57,3156126802,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZADORA INTERNACIONAL SPORT WORLD S.A.,57,3156229847,,,,,,,,,,,,,,,,,,,,,
DALIS ARGUELLES- ARTESANÍAS 100% GUAJIRA,57,3156248529,,,,,,,,,,,,,,,,,,,,,
DALIS ARGUELLES- ARTESANÍAS 100% GUAJIRA,57,3156248529,,,,,,,,,,,,,,,,,,,,,
SOLUCIONES GENIALES LTDA,57,3156411899,,,,,,,,,,,,,,,,,,,,,
III MILENIO S.A.,57,3156443744,,,,,,,,,,,,,,,,,,,,,
SMARTJSP S.A.S,57,3156487870,,,,,,,,,,,,,,,,,,,,,
INGENIERIA DE DATOS S.A.S.,57,3156488706,,,,,,,,,,,,,,,,,,,,,
ANALYTIC BOARD S.A.S,57,3156614588,,,,,,,,,,,,,,,,,,,,,
INTI GROUP S.A.S,57,3156701884,,,,,,,,,,,,,,,,,,,,,
AGRAF INDUSTRIAL S.A.S. - AGRAF S.A.S.,57,3156705797,,,,,,,,,,,,,,,,,,,,,
TECNOLOGÍAS DE CONDUCCIÓN Y CONTROL TCL S.A.,57,3156800029,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS LOLY S.A.S.,57,3156816938,,,,,,,,,,,,,,,,,,,,,
LABORATORIOS CERO S.A.,57,3156847258,,,,,,,,,,,,,,,,,,,,,
ALLVIDA COLOMBIA S.A.S.,57,3156975128,,,,,,,,,,,,,,,,,,,,,
EXTREME TECHNOLOGIES S.A,57,3157008987,,,,,,,,,,,,,,,,,,,,,
TAHI SHOES S.A.S,57,3157106758,,,,,,,,,,,,,,,,,,,,,
MOLINOS DEL ATLANTICO S.A.S,57,3157245863,,,,,,,,,,,,,,,,,,,,,
PASABOCAS PATTY S.A.S,57,3157366289,,,,,,,,,,,,,,,,,,,,,
ORQUIDEA ENTERPRISES SAS,57,3157377700,,,,,,,,,,,,,,,,,,,,,
PROCAPS S.A.,57,3157382605,,,,,,,,,,,,,,,,,,,,,
QUIMIDERM LTDA,57,3157417557,,,,,,,,,,,,,,,,,,,,,
FAIRFRUITS,57,3157452871,,,,,,,,,,,,,,,,,,,,,
DISEÑOS SLJ SAS,57,3157481632,,,,,,,,,,,,,,,,,,,,,
ECOLSIERRA EXPORT S.A.S,57,3157571423,,,,,,,,,,,,,,,,,,,,,
CONFECCIONES Y PIJAMAS LUNASOL,57,3157763508,,,,,,,,,,,,,,,,,,,,,
CONFECCIONES Y PIJAMAS LUNASOL,57,3157763508,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS ALIMENTICIOS JOHE SAS,57,3157801728,,,,,,,,,,,,,,,,,,,,,
COFFEE COMPANY HUILA LTDA,57,3157804975,,,,,,,,,,,,,,,,,,,,,
PUBLICOM,57,3157827822,,,,,,,,,,,,,,,,,,,,,
S4N,57,3157862944,,,,,,,,,,,,,,,,,,,,,
NATHALIE SERRANO MENESES ( PARISOTTO),57,3157865645,,,,,,,,,,,,,,,,,,,,,
BEBITA SAS,57,3157912238,,,,,,,,,,,,,,,,,,,,,
BEBITA SAS,57,3157912238,,,,,,,,,,,,,,,,,,,,,
TEXTILIA S.A.S,57,3157913335,,,,,,,,,,,,,,,,,,,,,
ALFONSO MORENO GARZON,57,3157925745,,,,,,,,,,,,,,,,,,,,,
BOTANIC REPUBLIC SA,57,3157957905,,,,,,,,,,,,,,,,,,,,,
MATISSE GROUP S.A.S.,57,3157987235,,,,,,,,,,,,,,,,,,,,,
NOVAINTEGRA SAS,57,3158026378,,,,,,,,,,,,,,,,,,,,,
MISIÓN CHOCOLATE CORPORACIÓN PARA EL DESARROLLO SOCIAL Y ECONÓMICO DE COLOMBIA,57,3158094427,,,,,,,,,,,,,,,,,,,,,
ADIPACK LTDA,57,3158131338,,,,,,,,,,,,,,,,,,,,,
PANELMET S.A.S.,57,3158219238,,,,,,,,,,,,,,,,,,,,,
SERO COLOMBIA S.A.S,57,3158293758,,,,,,,,,,,,,,,,,,,,,
DIMIPLA SAS,57,3158301560,,,,,,,,,,,,,,,,,,,,,
KRISPETA S.A.S,57,3158402807,,,,,,,,,,,,,,,,,,,,,
MEDISANDER SAS,57,3158500533,,,,,,,,,,,,,,,,,,,,,
COLOMBIANA AGRICOLA DE ALIMENTOS SAS,57,3158505331,,,,,,,,,,,,,,,,,,,,,
AMERICAN RUBBER DE COLOMBIA SAS,57,3158522818,,,,,,,,,,,,,,,,,,,,,
AMERICAN RUBBER DE COLOMBIA SAS,57,3158522818,,,,,,,,,,,,,,,,,,,,,
GROUPE SEB COLOMBIA S.A,57,3158523249,,,,,,,,,,,,,,,,,,,,,
WM WIRELESS & MOBILE LTDA,57,3158551489,,,,,,,,,,,,,,,,,,,,,
DISTRIBUCIONES T. ROMERO S.A.S,57,3158629584,,,,,,,,,,,,,,,,,,,,,
CONFECCIONES SIERRA ALTA,57,3158656734,,,,,,,,,,,,,,,,,,,,,
TIPÉ S.A.S,57,3158702527,,,,,,,,,,,,,,,,,,,,,
ISHAJON S.A.S.,57,3158706066,,,,,,,,,,,,,,,,,,,,,
LABORATORIOS SUDAMERICANOS S.A.,57,3158741894,,,,,,,,,,,,,,,,,,,,,
W.R.L. MARKETING S.A.S.,57,3158759493,,,,,,,,,,,,,,,,,,,,,
PI PUBLICIDAD INTERACTIVA SAS,57,3158761190,,,,,,,,,,,,,,,,,,,,,
CREACIOENES MELLIZ LTDA,57,3158780776,,,,,,,,,,,,,,,,,,,,,
AQUABLUE,57,3158850522,,,,,,,,,,,,,,,,,,,,,
AQUABLUE,57,3158850524,,,,,,,,,,,,,,,,,,,,,
TEJAR ARCILLAS DEL ROSARIO SAS,57,3158862969,,,,,,,,,,,,,,,,,,,,,
TRADING FOODS,57,3158876820,,,,,,,,,,,,,,,,,,,,,
TRADING FOODS,57,3158876836,,,,,,,,,,,,,,,,,,,,,
PAVCO - MEXICHEM COLOMBIA SAS,57,3158886963,,,,,,,,,,,,,,,,,,,,,
DE LOS ANGELES INVESTMENT SAS,57,3158894534,,,,,,,,,,,,,,,,,,,,,
INTECPLAST S.A.S,57,3158944351,,,,,,,,,,,,,,,,,,,,,
JOYERIA COLOMBIANA,57,3158960484,,,,,,,,,,,,,,,,,,,,,
TRIARIO S.A.S.,57,3158964343,,,,,,,,,,,,,,,,,,,,,
SPIRAL FILMS PRODUCTORA DE COMERCIALES SAS,57,3158964355,,,,,,,,,,,,,,,,,,,,,
SPIRAL FILMS PRODUCTORA DE COMERCIALES SAS,57,3158964355,,,,,,,,,,,,,,,,,,,,,
SPIRAL FILMS PRODUCTORA DE COMERCIALES SAS,57,3158964355,,,,,,,,,,,,,,,,,,,,,
ZONATEX S.A.S,57,3162369357,,,,,,,,,,,,,,,,,,,,,
C.I. TOTALTRADE S.A.S.,57,3162514141,,,,,,,,,,,,,,,,,,,,,
FUNDACION CLINICA VALLE DEL LILI,57,3162538624,,,,,,,,,,,,,,,,,,,,,
CARNES Y DERIVADOS DE OCCIDENTE S.A.,57,3162554203,,,,,,,,,,,,,,,,,,,,,
ADMINISTRADORA DE RECURSOS Y OPORTUNIDADES S.A,57,3162575520,,,,,,,,,,,,,,,,,,,,,
LABORATORIOS RETY DE COLOMBIA S.A. (RETYCOL),57,3162692928,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS MICROCELULARES DE COLOMBIA S.A,57,3162727878,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS MICROCELULARES DE COLOMBIA S.A,57,3162727878,,,,,,,,,,,,,,,,,,,,,
ADMINISTRADORA DE RECURSOS Y OPORTUNIDADES S.A,57,3162764682,,,,,,,,,,,,,,,,,,,,,
BUSSINESS INFORMATION TECHNOLOGY SYSTEMS S.A.S,57,3162812081,,,,,,,,,,,,,,,,,,,,,
VERSATILE TECHNOLOGY SAS,57,3162820514,,,,,,,,,,,,,,,,,,,,,
COOHILADOS DEL FONCE LTDA.,57,3162868537,,,,,,,,,,,,,,,,,,,,,
ANCESTRAL S.A.S.,57,3162869183,,,,,,,,,,,,,,,,,,,,,
ANCESTRAL S.A.S.,57,3162879183,,,,,,,,,,,,,,,,,,,,,
CI COVERTRACK SAS,57,3162885669,,,,,,,,,,,,,,,,,,,,,
ETNIAS DESIGN SAS,57,3162905686,,,,,,,,,,,,,,,,,,,,,
ETNIAS DESIGN SAS,57,3162905686,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS REFRIDCOL S.A.,57,3162919149,,,,,,,,,,,,,,,,,,,,,
COMPAÑIA COLOMBIANA DE ESMALTES S.A.,57,3162997251,,,,,,,,,,,,,,,,,,,,,
BIODISTRIBUCIONES TERRA,57,3163188762,,,,,,,,,,,,,,,,,,,,,
ZEN NATURALS,57,3163225251,,,,,,,,,,,,,,,,,,,,,
CACAO PACIFICO SA,57,3163258984,,,,,,,,,,,,,,,,,,,,,
VERDE & NACAR,57,3163312598,,,,,,,,,,,,,,,,,,,,,
NESTLE DE COLOMBIA SA,57,3163529303,,,,,,,,,,,,,,,,,,,,,
FUNCTIONAL FOODS S.A.S.,57,3163538718,,,,,,,,,,,,,,,,,,,,,
CURTIPIELES S.A.S,57,3163678478,,,,,,,,,,,,,,,,,,,,,
INVERSIONES MAGAZI SAS,57,3163680845,,,,,,,,,,,,,,,,,,,,,
PROJECTION CORE CONSULTING,57,3163734708,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS AVIÑON S.A.S.,57,3163743313,,,,,,,,,,,,,,,,,,,,,
NITTA S.A.,57,3163807698,,,,,,,,,,,,,,,,,,,,,
NITTA S.A.,57,3163807698,,,,,,,,,,,,,,,,,,,,,
ALIMENTOS PLENOS SAS,57,3163919524,,,,,,,,,,,,,,,,,,,,,
SOLO STANDS SAS,57,3163987798,,,,,,,,,,,,,,,,,,,,,
WM WIRELESS & MOBILE LTDA,57,3163995055,,,,,,,,,,,,,,,,,,,,,
INDULATEX S.A.,57,3164002026,,,,,,,,,,,,,,,,,,,,,
ESTRATEGIAS DOCUMENTALES SAS,57,3164031354,,,,,,,,,,,,,,,,,,,,,
III MILENIO S.A.,57,3164111994,,,,,,,,,,,,,,,,,,,,,
AGROMETALICASGALLEGO,57,3164157426,,,,,,,,,,,,,,,,,,,,,
GAMMAPEIT,57,3164188597,,,,,,,,,,,,,,,,,,,,,
CECILIA PAYAN S.A DULCES DEL VALLE S.A,57,3164197061,,,,,,,,,,,,,,,,,,,,,
ALIMENTOS PLENOS SAS,57,3164242880,,,,,,,,,,,,,,,,,,,,,
EXTRUCOL COLOMBIANA DE EXTRUSIÓN,57,3164334671,,,,,,,,,,,,,,,,,,,,,
MC.DESIGN ART.S.A.S.,57,3164389922,,,,,,,,,,,,,,,,,,,,,
COMPAÑIA INTEGRAL DE PLASTICOS S.A.S.,57,3164430062,,,,,,,,,,,,,,,,,,,,,
EKA CORPORACION S.A.,57,3164450558,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS LA TRIBU CALIMA SAS,57,3164452203,,,,,,,,,,,,,,,,,,,,,
ZEN NATURALS,57,3164466710,,,,,,,,,,,,,,,,,,,,,
MAGNIFERA DE COLOMBIA S.A.S.,57,3164488018,,,,,,,,,,,,,,,,,,,,,
TODO HERRAJES SAS,57,3164492135,,,,,,,,,,,,,,,,,,,,,
COLOMBIANA DE PVC SAS,57,3164494367,,,,,,,,,,,,,,,,,,,,,
COLOMBIANA DE PVC SAS,57,3164494367,,,,,,,,,,,,,,,,,,,,,
TECNOLOGÍIA DE ALIMENTOS DE COLOMBIA S.A.S,57,3164537373,,,,,,,,,,,,,,,,,,,,,
PRODITEXCO SA,57,3164643367,,,,,,,,,,,,,,,,,,,,,
BARDOT S.A.,57,3164653114,,,,,,,,,,,,,,,,,,,,,
LABORATORIOS BIOLOGIC SAS,57,3164658149,,,,,,,,,,,,,,,,,,,,,
C.I. DE AZUCARES Y MIELES S.A.,57,3164667936,,,,,,,,,,,,,,,,,,,,,
PSL - PRODUCTORA DE SOFTWARE S.A.,57,3164688232,,,,,,,,,,,,,,,,,,,,,
CAYENA FRUTOS DESHIDRATADOS SAS.,57,3164696534,,,,,,,,,,,,,,,,,,,,,
PROTELA S.A.,57,3164696814,,,,,,,,,,,,,,,,,,,,,
PROTELA S.A.,57,3164698009,,,,,,,,,,,,,,,,,,,,,
REAL CORPORATION CO SAS,57,3164700963,,,,,,,,,,,,,,,,,,,,,
VIVE CAFE S.A.,57,3164701842,,,,,,,,,,,,,,,,,,,,,
C I BODY LINE,57,3164722696,,,,,,,,,,,,,,,,,,,,,
C.I. UNIBÁN S.A.,57,3164728284,,,,,,,,,,,,,,,,,,,,,
JEANS PLATINO S.A,57,3164732211,,,,,,,,,,,,,,,,,,,,,
GUIRNALDAS S.A.S,57,3164735016,,,,,,,,,,,,,,,,,,,,,
EMPRESA COLOMBIANA DE LAMINADOS - ECOLAMINADOS S.A.S.,57,3164736046,,,,,,,,,,,,,,,,,,,,,
GRUPO EMPRESARIAL LOGISTICO DE COLOMBIA SAS,57,3164738697,,,,,,,,,,,,,,,,,,,,,
MARCHEN S.A.,57,3164739097,,,,,,,,,,,,,,,,,,,,,
NUTRI-G SNACKS S.A.S,57,3164783738,,,,,,,,,,,,,,,,,,,,,
RC2 PHARMACEUTICAL S.A.S,57,3164802106,,,,,,,,,,,,,,,,,,,,,
HECHO EN CAFÉ,57,3164809483,,,,,,,,,,,,,,,,,,,,,
AZEMBLA S.A.S.,57,3164822170,,,,,,,,,,,,,,,,,,,,,
DOMOTECO S.A.S,57,3164907627,,,,,,,,,,,,,,,,,,,,,
CURTIPIELES S.A.S,57,3164941174,,,,,,,,,,,,,,,,,,,,,
